Year,Tm,Home_win_pct,Home_Games,Home_Wins,Away_win_pct,Away_Games,Away_Wins,Difference,Absolute Difference
1932,NYG,0.480519481,77,37,0.454545455,77,35,0.025974026,0.025974026
1960,LAD,0.545454545,77,42,0.519480519,77,40,0.025974026,0.025974026
1957,BRO,0.558441558,77,43,0.532467532,77,41,0.025974026,0.025974026
1953,PIT,0.337662338,77,26,0.311688312,77,24,0.025974026,0.025974026
1949,WSH,0.337662338,77,26,0.311688312,77,24,0.025974026,0.025974026
1920,CIN,0.545454545,77,42,0.519480519,77,40,0.025974026,0.025974026
1905,WSH,0.428571429,77,33,0.402597403,77,31,0.025974026,0.025974026
1960,CLE,0.506493506,77,39,0.480519481,77,37,0.025974026,0.025974026
1935,BOS,0.518987342,79,41,0.493333333,75,37,0.025654008,0.025654008
1972,DET,0.564102564,78,44,0.538461538,78,42,0.025641026,0.025641026
1917,BRO,0.461538462,78,36,0.435897436,78,34,0.025641026,0.025641026
1941,NYG,0.487179487,78,38,0.461538462,78,36,0.025641026,0.025641026
1918,BSN,0.442307692,52,23,0.416666667,72,30,0.025641026,0.025641026
1924,PHA,0.48,75,36,0.454545455,77,35,0.025454545,0.025454545
1950,DET,0.617283951,81,50,0.592105263,76,45,0.025178687,0.025178687
2004,FLA,0.525,80,42,0.5,82,41,0.025,0.025
2014,SFG,0.555555556,81,45,0.530864198,81,43,0.024691358,0.024691358
2012,ATL,0.592592593,81,48,0.567901235,81,46,0.024691358,0.024691358
2012,SFG,0.592592593,81,48,0.567901235,81,46,0.024691358,0.024691358
2010,CHW,0.555555556,81,45,0.530864198,81,43,0.024691358,0.024691358
2007,DET,0.555555556,81,45,0.530864198,81,43,0.024691358,0.024691358
2005,OAK,0.555555556,81,45,0.530864198,81,43,0.024691358,0.024691358
1999,MON,0.432098765,81,35,0.407407407,81,33,0.024691358,0.024691358
1998,MIL,0.469135802,81,38,0.444444444,81,36,0.024691358,0.024691358
1997,MIN,0.432098765,81,35,0.407407407,81,33,0.024691358,0.024691358
1991,ATL,0.592592593,81,48,0.567901235,81,46,0.024691358,0.024691358
1964,MLN,0.555555556,81,45,0.530864198,81,43,0.024691358,0.024691358
2010,FLA,0.50617284,81,41,0.481481481,81,39,0.024691358,0.024691358
1973,PIT,0.50617284,81,41,0.481481481,81,39,0.024691358,0.024691358
2016,SEA,0.543209877,81,44,0.518518519,81,42,0.024691358,0.024691358
2013,KCR,0.543209877,81,44,0.518518519,81,42,0.024691358,0.024691358
2001,LAD,0.543209877,81,44,0.518518519,81,42,0.024691358,0.024691358
2000,LAD,0.543209877,81,44,0.518518519,81,42,0.024691358,0.024691358
1990,TOR,0.543209877,81,44,0.518518519,81,42,0.024691358,0.024691358
1965,MLN,0.543209877,81,44,0.518518519,81,42,0.024691358,0.024691358
2017,SEA,0.49382716,81,40,0.469135802,81,38,0.024691358,0.024691358
2016,HOU,0.530864198,81,43,0.50617284,81,41,0.024691358,0.024691358
2014,ARI,0.407407407,81,33,0.382716049,81,31,0.024691358,0.024691358
2014,MIL,0.518518519,81,42,0.49382716,81,40,0.024691358,0.024691358
2014,NYY,0.530864198,81,43,0.50617284,81,41,0.024691358,0.024691358
2013,LAD,0.580246914,81,47,0.555555556,81,45,0.024691358,0.024691358
2012,TBR,0.567901235,81,46,0.543209877,81,44,0.024691358,0.024691358
2012,WSN,0.617283951,81,50,0.592592593,81,48,0.024691358,0.024691358
2011,PHI,0.641975309,81,52,0.617283951,81,50,0.024691358,0.024691358
2009,CIN,0.49382716,81,40,0.469135802,81,38,0.024691358,0.024691358
2006,ARI,0.481481481,81,39,0.456790123,81,37,0.024691358,0.024691358
1997,SDP,0.481481481,81,39,0.456790123,81,37,0.024691358,0.024691358
1996,OAK,0.49382716,81,40,0.469135802,81,38,0.024691358,0.024691358
1993,KCR,0.530864198,81,43,0.50617284,81,41,0.024691358,0.024691358
1991,BOS,0.530864198,81,43,0.50617284,81,41,0.024691358,0.024691358
1987,SEA,0.49382716,81,40,0.469135802,81,38,0.024691358,0.024691358
1987,SFG,0.567901235,81,46,0.543209877,81,44,0.024691358,0.024691358
1986,NYM,0.679012346,81,55,0.654320988,81,53,0.024691358,0.024691358
1983,BAL,0.617283951,81,50,0.592592593,81,48,0.024691358,0.024691358
1976,PIT,0.580246914,81,47,0.555555556,81,45,0.024691358,0.024691358
1976,TEX,0.481481481,81,39,0.456790123,81,37,0.024691358,0.024691358
1975,NYM,0.518518519,81,42,0.49382716,81,40,0.024691358,0.024691358
1974,LAD,0.641975309,81,52,0.617283951,81,50,0.024691358,0.024691358
1969,DET,0.567901235,81,46,0.543209877,81,44,0.024691358,0.024691358
2017,ATL,0.456790123,81,37,0.432098765,81,35,0.024691358,0.024691358
2012,KCR,0.456790123,81,37,0.432098765,81,35,0.024691358,0.024691358
2009,ARI,0.444444444,81,36,0.419753086,81,34,0.024691358,0.024691358
2008,SFG,0.456790123,81,37,0.432098765,81,35,0.024691358,0.024691358
1983,CLE,0.444444444,81,36,0.419753086,81,34,0.024691358,0.024691358
1976,STL,0.456790123,81,37,0.432098765,81,35,0.024691358,0.024691358
1974,SFG,0.456790123,81,37,0.432098765,81,35,0.024691358,0.024691358
1973,SDP,0.382716049,81,31,0.358024691,81,29,0.024691358,0.024691358
1965,WSA,0.444444444,81,36,0.419753086,81,34,0.024691358,0.024691358
2010,TBR,0.604938272,81,49,0.580246914,81,47,0.024691358,0.024691358
2004,ATL,0.604938272,81,49,0.580246914,81,47,0.024691358,0.024691358
1945,CHC,0.644736842,76,49,0.620253165,79,49,0.024483678,0.024483678
1900,BRO,0.589041096,73,43,0.565217391,69,39,0.023823705,0.023823705
1992,DET,0.475,80,38,0.451219512,82,37,0.023780488,0.023780488
1939,CHC,0.55,80,44,0.526315789,76,40,0.023684211,0.023684211
1903,PIT,0.657142857,70,46,0.633802817,71,45,0.02334004,0.02334004
1971,MON,0.45,80,36,0.426829268,82,35,0.023170732,0.023170732
2004,SFG,0.573170732,82,47,0.55,80,44,0.023170732,0.023170732
2019,PIT,0.428571429,56,24,0.40625,64,26,0.022321429,0.022321429
1999,HOU,0.609756098,82,50,0.5875,80,47,0.022256098,0.022256098
1933,CHW,0.454545455,77,35,0.432432432,74,32,0.022113022,0.022113022
1947,CHC,0.455696203,79,36,0.434210526,76,33,0.021485676,0.021485676
1929,WSH,0.474358974,78,37,0.453333333,75,34,0.021025641,0.021025641
1920,PHI,0.415584416,77,32,0.394736842,76,30,0.020847573,0.020847573
1874,BOS,0.742857143,35,26,0.722222222,36,26,0.020634921,0.020634921
1911,NYG,0.653333333,75,49,0.632911392,79,50,0.020421941,0.020421941
2002,NYY,0.65,80,52,0.62962963,81,51,0.02037037,0.02037037
1939,PIT,0.454545455,77,35,0.434210526,76,33,0.020334928,0.020334928
1972,ATL,0.461538462,78,36,0.441558442,77,34,0.01998002,0.01998002
1928,CHW,0.474358974,78,37,0.454545455,77,35,0.01981352,0.01981352
1963,LAD,0.617283951,81,50,0.597560976,82,49,0.019722975,0.019722975
1959,BAL,0.487179487,78,38,0.467532468,77,36,0.01964702,0.01964702
1999,NYM,0.604938272,81,49,0.585365854,82,48,0.019572418,0.019572418
1959,NYY,0.519480519,77,40,0.5,78,39,0.019480519,0.019480519
1913,CHW,0.519480519,77,40,0.5,76,38,0.019480519,0.019480519
1991,NYM,0.487804878,82,40,0.46835443,79,37,0.019450448,0.019450448
1961,MIN,0.444444444,81,36,0.425,80,34,0.019444444,0.019444444
1936,WSH,0.545454545,77,42,0.526315789,76,40,0.019138756,0.019138756
2000,NYY,0.55,80,44,0.530864198,81,43,0.019135802,0.019135802
2015,DET,0.469135802,81,38,0.45,80,36,0.019135802,0.019135802
1872,CLE,0.285714286,7,2,0.266666667,15,4,0.019047619,0.019047619
1946,WSH,0.5,76,38,0.481012658,79,38,0.018987342,0.018987342
1903,STL,0.31884058,69,22,0.3,70,21,0.01884058,0.01884058
1961,CLE,0.49382716,81,40,0.475,80,38,0.01882716,0.01882716
1956,BOS,0.551282051,78,43,0.532467532,77,41,0.018814519,0.018814519
1915,CHI,0.564102564,78,44,0.545454545,77,42,0.018648019,0.018648019
2016,MIA,0.5,80,40,0.481481481,81,39,0.018518519,0.018518519
2011,LAD,0.518518519,81,42,0.5,80,40,0.018518519,0.018518519
1901,PIT,0.652173913,69,45,0.633802817,71,45,0.018371096,0.018371096
1968,ATL,0.50617284,81,41,0.487804878,82,40,0.018367961,0.018367961
1993,CHC,0.524390244,82,43,0.50617284,81,41,0.018217404,0.018217404
1980,DET,0.524390244,82,43,0.50617284,81,41,0.018217404,0.018217404
1999,STL,0.475,80,38,0.456790123,81,37,0.018209877,0.018209877
1997,CLE,0.543209877,81,44,0.525,80,42,0.018209877,0.018209877
1974,STL,0.543209877,81,44,0.525,80,42,0.018209877,0.018209877
1884,IND,0.272727273,55,15,0.254545455,55,14,0.018181818,0.018181818
1901,CIN,0.375,72,27,0.357142857,70,25,0.017857143,0.017857143
1972,PIT,0.628205128,78,49,0.61038961,77,47,0.017815518,0.017815518
1905,PIT,0.628205128,78,49,0.61038961,77,47,0.017815518,0.017815518
1939,PHA,0.368421053,76,28,0.350649351,77,27,0.017771702,0.017771702
1989,CHW,0.4375,80,35,0.419753086,81,34,0.017746914,0.017746914
1964,CIN,0.573170732,82,47,0.555555556,81,45,0.017615176,0.017615176
1974,CIN,0.609756098,82,50,0.592592593,81,48,0.017163505,0.017163505
1883,PHI,0.18,50,9,0.163265306,49,8,0.016734694,0.016734694
1917,NYY,0.466666667,75,35,0.45,80,36,0.016666667,0.016666667
1948,WSH,0.371794872,78,29,0.355263158,76,27,0.016531714,0.016531714
1920,NYG,0.5625,80,45,0.546666667,75,41,0.015833333,0.015833333
1913,CLE,0.5625,80,45,0.546666667,75,41,0.015833333,0.015833333
1887,PHI,0.59375,64,38,0.578125,64,37,0.015625,0.015625
1947,PIT,0.405063291,79,32,0.38961039,77,30,0.015452902,0.015452902
1921,PIT,0.592105263,76,45,0.576923077,78,45,0.015182186,0.015182186
1875,SLR,0.214285714,14,3,0.2,5,1,0.014285714,0.014285714
1995,BAL,0.5,72,36,0.486111111,72,35,0.013888889,0.013888889
1995,MIL,0.458333333,72,33,0.444444444,72,32,0.013888889,0.013888889
1995,PHI,0.486111111,72,35,0.472222222,72,34,0.013888889,0.013888889
1942,CLE,0.4875,80,39,0.473684211,76,36,0.013815789,0.013815789
1965,NYY,0.481927711,83,40,0.46835443,79,37,0.01357328,0.01357328
1914,WSH,0.519480519,77,40,0.50617284,81,41,0.01330768,0.01330768
1961,LAD,0.584415584,77,45,0.571428571,77,44,0.012987013,0.012987013
1949,PIT,0.467532468,77,36,0.454545455,77,35,0.012987013,0.012987013
1961,CIN,0.61038961,77,47,0.597402597,77,46,0.012987013,0.012987013
1961,PIT,0.493506494,77,38,0.480519481,77,37,0.012987013,0.012987013
1959,SFG,0.545454545,77,42,0.532467532,77,41,0.012987013,0.012987013
1958,PHI,0.454545455,77,35,0.441558442,77,34,0.012987013,0.012987013
1957,WSH,0.363636364,77,28,0.350649351,77,27,0.012987013,0.012987013
1956,NYY,0.636363636,77,49,0.623376623,77,48,0.012987013,0.012987013
1949,CHW,0.415584416,77,32,0.402597403,77,31,0.012987013,0.012987013
1939,CLE,0.571428571,77,44,0.558441558,77,43,0.012987013,0.012987013
1934,STL,0.623376623,77,48,0.61038961,77,47,0.012987013,0.012987013
1908,BRO,0.350649351,77,27,0.337662338,77,26,0.012987013,0.012987013
2015,TBR,0.5,84,42,0.487179487,78,38,0.012820513,0.012820513
1941,NYY,0.653846154,78,51,0.641025641,78,50,0.012820513,0.012820513
2018,SEA,0.555555556,81,45,0.543209877,81,44,0.012345679,0.012345679
2016,BOS,0.580246914,81,47,0.567901235,81,46,0.012345679,0.012345679
2012,BAL,0.580246914,81,47,0.567901235,81,46,0.012345679,0.012345679
2006,LAA,0.555555556,81,45,0.543209877,81,44,0.012345679,0.012345679
1973,CIN,0.617283951,81,50,0.604938272,81,49,0.012345679,0.012345679
2018,TEX,0.419753086,81,34,0.407407407,81,33,0.012345679,0.012345679
2014,NYM,0.49382716,81,40,0.481481481,81,39,0.012345679,0.012345679
2014,PHI,0.456790123,81,37,0.444444444,81,36,0.012345679,0.012345679
2008,KCR,0.469135802,81,38,0.456790123,81,37,0.012345679,0.012345679
2008,TEX,0.49382716,81,40,0.481481481,81,39,0.012345679,0.012345679
2007,BAL,0.432098765,81,35,0.419753086,81,34,0.012345679,0.012345679
2007,KCR,0.432098765,81,35,0.419753086,81,34,0.012345679,0.012345679
2006,ATL,0.49382716,81,40,0.481481481,81,39,0.012345679,0.012345679
2005,PIT,0.419753086,81,34,0.407407407,81,33,0.012345679,0.012345679
2003,CIN,0.432098765,81,35,0.419753086,81,34,0.012345679,0.012345679
2002,BAL,0.419753086,81,34,0.407407407,81,33,0.012345679,0.012345679
1999,CHC,0.419753086,81,34,0.407407407,81,33,0.012345679,0.012345679
1999,CHW,0.469135802,81,38,0.456790123,81,37,0.012345679,0.012345679
1989,CIN,0.469135802,81,38,0.456790123,81,37,0.012345679,0.012345679
1987,CAL,0.469135802,81,38,0.456790123,81,37,0.012345679,0.012345679
1984,LAD,0.49382716,81,40,0.481481481,81,39,0.012345679,0.012345679
1977,MON,0.469135802,81,38,0.456790123,81,37,0.012345679,0.012345679
1977,SDP,0.432098765,81,35,0.419753086,81,34,0.012345679,0.012345679
1977,SFG,0.469135802,81,38,0.456790123,81,37,0.012345679,0.012345679
1971,PHI,0.419753086,81,34,0.407407407,81,33,0.012345679,0.012345679
2016,NYM,0.543209877,81,44,0.530864198,81,43,0.012345679,0.012345679
2012,ARI,0.50617284,81,41,0.49382716,81,40,0.012345679,0.012345679
2005,WSN,0.50617284,81,41,0.49382716,81,40,0.012345679,0.012345679
2004,STL,0.654320988,81,53,0.641975309,81,52,0.012345679,0.012345679
1993,LAD,0.50617284,81,41,0.49382716,81,40,0.012345679,0.012345679
1993,TOR,0.592592593,81,48,0.580246914,81,47,0.012345679,0.012345679
1985,LAD,0.592592593,81,48,0.580246914,81,47,0.012345679,0.012345679
1966,CLE,0.50617284,81,41,0.49382716,81,40,0.012345679,0.012345679
1965,CHW,0.592592593,81,48,0.580246914,81,47,0.012345679,0.012345679
1962,CHW,0.530864198,81,43,0.518518519,81,42,0.012345679,0.012345679
2016,MIN,0.37037037,81,30,0.358024691,81,29,0.012345679,0.012345679
2009,KCR,0.407407407,81,33,0.395061728,81,32,0.012345679,0.012345679
1998,CIN,0.481481481,81,39,0.469135802,81,38,0.012345679,0.012345679
1997,TEX,0.481481481,81,39,0.469135802,81,38,0.012345679,0.012345679
1990,CHC,0.481481481,81,39,0.469135802,81,38,0.012345679,0.012345679
1982,NYM,0.407407407,81,33,0.395061728,81,32,0.012345679,0.012345679
2015,CHC,0.604938272,81,49,0.592592593,81,48,0.012345679,0.012345679
2013,SEA,0.444444444,81,36,0.432098765,81,35,0.012345679,0.012345679
2009,LAA,0.604938272,81,49,0.592592593,81,48,0.012345679,0.012345679
2009,STL,0.567901235,81,46,0.555555556,81,45,0.012345679,0.012345679
2007,FLA,0.444444444,81,36,0.432098765,81,35,0.012345679,0.012345679
1996,DET,0.333333333,81,27,0.320987654,81,26,0.012345679,0.012345679
1993,MIN,0.444444444,81,36,0.432098765,81,35,0.012345679,0.012345679
1991,TOR,0.567901235,81,46,0.555555556,81,45,0.012345679,0.012345679
1990,CIN,0.567901235,81,46,0.555555556,81,45,0.012345679,0.012345679
1980,KCR,0.604938272,81,49,0.592592593,81,48,0.012345679,0.012345679
1974,BAL,0.567901235,81,46,0.555555556,81,45,0.012345679,0.012345679
1974,NYM,0.444444444,81,36,0.432098765,81,35,0.012345679,0.012345679
1971,MIN,0.46835443,79,37,0.456790123,81,37,0.011564307,0.011564307
1904,CLE,0.564102564,78,44,0.552631579,76,42,0.011470985,0.011470985
1881,BSN,0.463414634,41,19,0.452380952,42,19,0.011033682,0.011033682
1994,SFG,0.483333333,60,29,0.472727273,55,26,0.010606061,0.010606061
1924,WSH,0.594936709,79,47,0.584415584,77,45,0.010521124,0.010521124
1975,BAL,0.571428571,77,44,0.56097561,82,46,0.010452962,0.010452962
1927,PIT,0.607594937,79,48,0.597402597,77,46,0.010192339,0.010192339
1978,NYM,0.4125,80,33,0.402439024,82,33,0.010060976,0.010060976
1917,NYG,0.625,80,50,0.615384615,78,48,0.009615385,0.009615385
1984,DET,0.646341463,82,53,0.6375,80,51,0.008841463,0.008841463
1913,STL,0.337837838,74,25,0.329113924,79,26,0.008723914,0.008723914
1914,CHI,0.558441558,77,43,0.55,80,44,0.008441558,0.008441558
1912,SLB,0.341772152,79,27,0.333333333,78,26,0.008438819,0.008438819
1957,CHW,0.584415584,77,45,0.576923077,78,45,0.007492507,0.007492507
1995,CAL,0.541666667,72,39,0.534246575,73,39,0.007420091,0.007420091
1902,CIN,0.5,70,35,0.492957746,71,35,0.007042254,0.007042254
1915,NYY,0.451219512,82,37,0.444444444,72,32,0.006775068,0.006775068
1911,BOS,0.513157895,76,39,0.506493506,77,39,0.006664388,0.006664388
2002,NYM,0.469135802,81,38,0.4625,80,37,0.006635802,0.006635802
1974,TEX,0.525,80,42,0.518518519,81,42,0.006481481,0.006481481
1988,CHC,0.475609756,82,39,0.469135802,81,38,0.006473954,0.006473954
1911,BRO,0.418918919,74,31,0.4125,80,33,0.006418919,0.006418919
1964,MIN,0.487804878,82,40,0.481481481,81,39,0.006323397,0.006323397
2002,PHI,0.5,80,40,0.49382716,81,40,0.00617284,0.00617284
1968,PIT,0.49382716,81,40,0.487804878,82,40,0.006022282,0.006022282
2000,CIN,0.524390244,82,43,0.518518519,81,42,0.005871725,0.005871725
1966,ATL,0.524390244,82,43,0.518518519,81,42,0.005871725,0.005871725
1996,SEA,0.530864198,81,43,0.525,80,42,0.005864198,0.005864198
1934,PHA,0.447368421,76,34,0.441558442,77,34,0.005809979,0.005809979
1944,CIN,0.576923077,78,45,0.571428571,77,44,0.005494505,0.005494505
1921,CHC,0.421052632,76,32,0.415584416,77,32,0.005468216,0.005468216
2013,TEX,0.56097561,82,46,0.555555556,81,45,0.005420054,0.005420054
1966,SFG,0.580246914,81,47,0.575,80,46,0.005246914,0.005246914
1923,CLE,0.538461538,78,42,0.533333333,75,40,0.005128205,0.005128205
1982,MIL,0.585365854,82,48,0.580246914,81,47,0.00511894,0.00511894
1961,BAL,0.585365854,82,48,0.580246914,81,47,0.00511894,0.00511894
1945,STL,0.615384615,78,48,0.61038961,77,47,0.004995005,0.004995005
1964,BAL,0.597560976,82,49,0.592592593,81,48,0.004968383,0.004968383
1981,MIL,0.571428571,49,28,0.566666667,60,34,0.004761905,0.004761905
1923,PHA,0.453333333,75,34,0.448717949,78,35,0.004615385,0.004615385
1928,BSN,0.328947368,76,25,0.324675325,77,25,0.004272044,0.004272044
1871,BOS,0.647058824,17,11,0.642857143,14,9,0.004201681,0.004201681
1965,BAL,0.582278481,79,46,0.578313253,83,48,0.003965228,0.003965228
1915,BTT,0.459459459,74,34,0.455696203,79,36,0.003763257,0.003763257
2019,CLE,0.6,65,39,0.596491228,57,34,0.003508772,0.003508772
1966,BAL,0.607594937,79,48,0.604938272,81,49,0.002656665,0.002656665
1948,BSN,0.592105263,76,45,0.58974359,78,46,0.002361673,0.002361673
2019,SDP,0.467741935,62,29,0.465517241,58,27,0.002224694,0.002224694
1981,CHW,0.510204082,49,25,0.50877193,57,29,0.001432152,0.001432152
1922,CHC,0.513157895,76,39,0.5125,80,41,0.000657895,0.000657895
1918,WSH,0.554054054,74,41,0.553571429,56,31,0.000482625,0.000482625
2018,WSN,0.50617284,81,41,0.50617284,81,41,0,0
2015,MIL,0.419753086,81,34,0.419753086,81,34,0,0
2015,OAK,0.419753086,81,34,0.419753086,81,34,0,0
2014,DET,0.555555556,81,45,0.555555556,81,45,0,0
2014,MIN,0.432098765,81,35,0.432098765,81,35,0,0
2013,LAA,0.481481481,81,39,0.481481481,81,39,0,0
2013,MIL,0.456790123,81,37,0.456790123,81,37,0,0
2011,BOS,0.555555556,81,45,0.555555556,81,45,0,0
2011,PIT,0.444444444,81,36,0.444444444,81,36,0,0
2011,STL,0.555555556,81,45,0.555555556,81,45,0,0
2010,SDP,0.555555556,81,45,0.555555556,81,45,0,0
2009,MIL,0.49382716,81,40,0.49382716,81,40,0,0
2008,LAA,0.617283951,81,50,0.617283951,81,50,0,0
2005,STL,0.617283951,81,50,0.617283951,81,50,0,0
2003,CHC,0.543209877,81,44,0.543209877,81,44,0,0
2002,LAD,0.567901235,81,46,0.567901235,81,46,0,0
2001,MON,0.419753086,81,34,0.419753086,81,34,0,0
1998,MIN,0.432098765,81,35,0.432098765,81,35,0,0
1997,BOS,0.481481481,81,39,0.481481481,81,39,0,0
1997,SEA,0.555555556,81,45,0.555555556,81,45,0,0
1995,KCR,0.486111111,72,35,0.486111111,72,35,0,0
1995,LAD,0.541666667,72,39,0.541666667,72,39,0,0
1991,SDP,0.518518519,81,42,0.518518519,81,42,0,0
1987,CIN,0.518518519,81,42,0.518518519,81,42,0,0
1986,CIN,0.530864198,81,43,0.530864198,81,43,0,0
1983,CAL,0.432098765,81,35,0.432098765,81,35,0,0
1983,SEA,0.37037037,81,30,0.37037037,81,30,0,0
1982,PIT,0.518518519,81,42,0.518518519,81,42,0,0
1982,STL,0.567901235,81,46,0.567901235,81,46,0,0
1980,BAL,0.617283951,81,50,0.617283951,81,50,0,0
1976,CAL,0.469135802,81,38,0.469135802,81,38,0,0
1974,DET,0.444444444,81,36,0.444444444,81,36,0,0
1973,HOU,0.50617284,81,41,0.50617284,81,41,0,0
1972,MON,0.448717949,78,35,0.448717949,78,35,0,0
1970,CAL,0.530864198,81,43,0.530864198,81,43,0,0
1968,CLE,0.530864198,81,43,0.530864198,81,43,0,0
1968,PHI,0.469135802,81,38,0.469135802,81,38,0,0
1966,PIT,0.567901235,81,46,0.567901235,81,46,0,0
1965,MIN,0.62962963,81,51,0.62962963,81,51,0,0
1964,PHI,0.567901235,81,46,0.567901235,81,46,0,0
1964,WSA,0.382716049,81,31,0.382716049,81,31,0,0
1959,CHW,0.602564103,78,47,0.602564103,78,47,0,0
1957,CHC,0.397435897,78,31,0.397435897,78,31,0,0
1953,DET,0.379746835,79,30,0.379746835,79,30,0,0
1948,DET,0.506493506,77,39,0.506493506,77,39,0,0
1947,PHA,0.5,78,39,0.5,78,39,0,0
1946,STL,0.628205128,78,49,0.628205128,78,49,0,0
1942,CIN,0.493506494,77,38,0.493506494,77,38,0,0
1924,BRO,0.597402597,77,46,0.597402597,77,46,0,0
1917,CLE,0.564102564,78,44,0.564102564,78,44,0,0
1913,CIN,0.41025641,78,32,0.41025641,78,32,0,0
1902,STL,0.4,70,28,0.4,70,28,0,0
1882,CLV,0.5,42,21,0.5,42,21,0,0
1873,MAR,0,1,0,0,5,0,0,0
1872,NAT,0,7,0,0,4,0,0,0
1975,TEX,0.4875,80,39,0.487804878,82,40,-0.000304878,0.000304878
1904,BOS,0.604938272,81,49,0.605263158,76,46,-0.000324886,0.000324886
1885,BSN,0.406779661,59,24,0.407407407,54,22,-0.000627746,0.000627746
1988,PIT,0.530864198,81,43,0.53164557,79,42,-0.000781372,0.000781372
1943,CHC,0.48,75,36,0.481012658,79,38,-0.001012658,0.001012658
1996,PIT,0.45,80,36,0.451219512,82,37,-0.001219512,0.001219512
2004,CHC,0.548780488,82,45,0.55,80,44,-0.001219512,0.001219512
1914,NYG,0.5375,80,43,0.539473684,76,41,-0.001973684,0.001973684
1878,PRO,0.53125,32,17,0.533333333,30,16,-0.002083333,0.002083333
1923,CIN,0.58974359,78,46,0.592105263,76,45,-0.002361673,0.002361673
1937,PHI,0.391891892,74,29,0.395061728,81,32,-0.003169837,0.003169837
1972,LAD,0.546666667,75,41,0.55,80,44,-0.003333333,0.003333333
1938,PIT,0.564102564,78,44,0.567567568,74,42,-0.003465003,0.003465003
1900,CIN,0.428571429,63,27,0.432098765,81,35,-0.003527337,0.003527337
1941,CIN,0.569620253,79,45,0.573333333,75,43,-0.00371308,0.00371308
1976,MON,0.3375,80,27,0.341463415,82,28,-0.003963415,0.003963415
1913,PHI,0.551282051,78,43,0.555555556,81,45,-0.004273504,0.004273504
1902,NYG,0.338028169,71,24,0.342857143,70,24,-0.004828974,0.004828974
1975,MIN,0.475609756,82,39,0.480519481,77,37,-0.004909724,0.004909724
1951,PIT,0.41025641,78,32,0.415584416,77,32,-0.005328005,0.005328005
1943,CHW,0.526315789,76,40,0.53164557,79,42,-0.00532978,0.00532978
1948,CIN,0.415584416,77,32,0.421052632,76,32,-0.005468216,0.005468216
1936,STL,0.558441558,77,43,0.564102564,78,44,-0.005661006,0.005661006
1911,CHC,0.583333333,84,49,0.589041096,73,43,-0.005707763,0.005707763
1909,CIN,0.4875,80,39,0.493506494,77,38,-0.006006494,0.006006494
1984,MON,0.481481481,81,39,0.4875,80,39,-0.006018519,0.006018519
1915,BUF,0.480519481,77,37,0.486842105,76,37,-0.006322625,0.006322625
2001,BOS,0.50617284,81,41,0.5125,80,41,-0.00632716,0.00632716
1996,KCR,0.4625,80,37,0.469135802,81,38,-0.006635802,0.006635802
1908,BOS,0.480519481,77,37,0.487179487,78,38,-0.006660007,0.006660007
1971,STL,0.548780488,82,45,0.555555556,81,45,-0.006775068,0.006775068
1940,CHW,0.525641026,78,41,0.532467532,77,41,-0.006826507,0.006826507
1984,TEX,0.425,80,34,0.432098765,81,35,-0.007098765,0.007098765
1972,SFG,0.441558442,77,34,0.448717949,78,35,-0.007159507,0.007159507
1997,KCR,0.4125,80,33,0.419753086,81,34,-0.007253086,0.007253086
1912,PHA,0.584415584,77,45,0.592105263,76,45,-0.007689679,0.007689679
1917,BSN,0.454545455,77,35,0.4625,80,37,-0.007954545,0.007954545
1904,NYG,0.666666667,84,56,0.675675676,74,50,-0.009009009,0.009009009
1948,PHI,0.421052632,76,32,0.430379747,79,34,-0.009327115,0.009327115
1924,NYY,0.576923077,78,45,0.586666667,75,44,-0.00974359,0.00974359
1962,HOU,0.390243902,82,32,0.4,80,32,-0.009756098,0.009756098
1997,NYY,0.5875,80,47,0.597560976,82,49,-0.010060976,0.010060976
1909,PIT,0.708860759,79,56,0.72,75,54,-0.011139241,0.011139241
1903,NYG,0.585714286,70,41,0.597222222,72,43,-0.011507937,0.011507937
1940,STL,0.532467532,77,41,0.544303797,79,43,-0.011836265,0.011836265
1996,MIN,0.475609756,82,39,0.4875,80,39,-0.011890244,0.011890244
2001,TOR,0.487804878,82,40,0.5,80,40,-0.012195122,0.012195122
1880,TRO,0.487804878,41,20,0.5,42,21,-0.012195122,0.012195122
2011,SDP,0.432098765,81,35,0.444444444,81,36,-0.012345679,0.012345679
1996,SDP,0.555555556,81,45,0.567901235,81,46,-0.012345679,0.012345679
1998,DET,0.395061728,81,32,0.407407407,81,33,-0.012345679,0.012345679
1990,SEA,0.469135802,81,38,0.481481481,81,39,-0.012345679,0.012345679
1987,CHW,0.469135802,81,38,0.481481481,81,39,-0.012345679,0.012345679
1990,OAK,0.62962963,81,51,0.641975309,81,52,-0.012345679,0.012345679
2012,PHI,0.49382716,81,40,0.50617284,81,41,-0.012345679,0.012345679
2009,FLA,0.530864198,81,43,0.543209877,81,44,-0.012345679,0.012345679
2000,BOS,0.518518519,81,42,0.530864198,81,43,-0.012345679,0.012345679
1998,ANA,0.518518519,81,42,0.530864198,81,43,-0.012345679,0.012345679
1997,ATL,0.617283951,81,50,0.62962963,81,51,-0.012345679,0.012345679
1992,MON,0.530864198,81,43,0.543209877,81,44,-0.012345679,0.012345679
1991,CAL,0.49382716,81,40,0.50617284,81,41,-0.012345679,0.012345679
